state,action,reward,next_state,reward_detail
191|131|425|256|434|450,418|166|38,5,131|425|256|434|450|418,[5 0 0]
336|118|216|319|363|292,313|158|385,0,336|118|216|319|363|292,[0 0 0]
229|342|364|251|350|427,459|328|237,1,342|364|251|350|427|237,[0 0 1]
401|4|65|108|490|167,210|262|251,2,65|108|490|167|210|251,[1 0 1]
89|478|311|84|37|474,159|207|10,2,311|84|37|474|159|10,[1 0 1]
186|295|228|375|76|56,31|404|249,0,186|295|228|375|76|56,[0 0 0]
317|382|444|427|136|111,240|404|337,6,444|427|136|111|404|337,[0 5 1]
217|460|415|274|148|237,290|209|256,1,460|415|274|148|237|290,[1 0 0]
416|434|468|413|326|3,43|228|432,6,468|413|326|3|228|432,[0 5 1]
310|92|174|148|113|316,281|149|415,7,148|113|316|281|149|415,[5 1 1]
378|199|217|464|412|378,263|118|34,10,217|464|412|378|118|34,[0 5 5]
246|440|393|451|279|34,467|101|63,1,440|393|451|279|34|63,[0 0 1]
248|114|266|448|388|127,148|154|329,7,448|388|127|148|154|329,[5 1 1]
252|101|468|388|274|12,205|72|213,5,101|468|388|274|12|213,[0 0 5]
313|424|442|440|355|396,30|436|248,1,424|442|440|355|396|436,[0 1 0]
235|237|433|484|105|253,324|228|223,7,484|105|253|324|228|223,[1 1 5]
252|44|89|92|451|448,419|428|161,1,44|89|92|451|448|428,[0 1 0]
51|228|54|81|308|233,2|32|289,0,51|228|54|81|308|233,[0 0 0]
482|432|185|473|149|452,204|189|470,10,185|473|149|452|189|470,[0 5 5]
412|152|73|263|266|336,177|44|188,0,412|152|73|263|266|336,[0 0 0]
236|129|177|223|467|269,32|19|394,0,236|129|177|223|467|269,[0 0 0]
444|10|481|149|254|91,284|2|0,1,10|481|149|254|91|284,[1 0 0]
456|96|428|370|108|211,358|203|95,2,428|370|108|211|358|95,[1 0 1]
121|53|395|213|355|315,495|147|480,2,395|213|355|315|495|480,[1 0 1]
109|327|4|363|322|424,427|480|258,6,4|363|322|424|427|258,[5 0 1]
230|183|131|35|265|403,230|441|366,11,35|265|403|230|441|366,[5 1 5]
180|270|103|426|382|386,498|39|462,5,270|103|426|382|386|462,[0 0 5]
369|333|56|372|370|52,197|341|261,5,333|56|372|370|52|341,[0 5 0]
205|69|69|5|67|278,455|301|172,1,69|69|5|67|278|301,[0 1 0]
97|416|425|380|461|375,175|237|189,0,97|416|425|380|461|375,[0 0 0]
219|71|54|106|193|410,219|57|213,1,71|54|106|193|410|219,[1 0 0]
23|269|23|479|487|444,242|371|75,2,23|479|487|444|242|75,[1 0 1]
129|39|417|343|442|43,96|187|238,6,417|343|442|43|96|187,[5 1 0]
27|405|191|299|326|433,13|30|65,0,27|405|191|299|326|433,[0 0 0]
290|491|83|470|347|333,493|211|362,11,470|347|333|493|211|362,[1 5 5]
441|438|399|412|178|166,287|31|289,0,441|438|399|412|178|166,[0 0 0]
161|485|103|102|174|236,129|442|195,11,102|174|236|129|442|195,[5 1 5]
239|149|223|144|424|62,180|355|465,1,149|223|144|424|62|180,[1 0 0]
297|283|289|407|297|146,364|55|397,2,289|407|297|146|55|397,[0 1 1]
431|407|234|465|489|459,69|223|333,6,234|465|489|459|69|223,[5 1 0]
370|206|189|196|436|9,376|215|427,5,206|189|196|436|9|427,[0 0 5]
393|155|101|407|329|443,381|406|119,0,393|155|101|407|329|443,[0 0 0]
190|436|202|476|60|341,215|446|102,1,436|202|476|60|341|102,[0 0 1]
335|158|32|103|103|105,5|272|437,2,32|103|103|105|272|437,[0 1 1]
121|290|42|11|428|493,207|455|390,0,121|290|42|11|428|493,[0 0 0]
313|23|479|299|28|264,406|203|59,1,23|479|299|28|264|59,[0 0 1]
199|49|413|237|457|434,363|318|457,2,413|237|457|434|363|318,[1 1 0]
152|289|266|451|58|339,66|439|298,6,266|451|58|339|66|298,[1 0 5]
446|133|259|326|474|305,496|450|325,6,259|326|474|305|450|325,[0 1 5]
290|457|83|452|212|233,29|481|220,5,457|83|452|212|233|481,[0 5 0]
435|99|317|484|183|396,409|126|266,10,317|484|183|396|409|126,[5 5 0]
366|399|17|110|425|265,317|263|191,6,17|110|425|265|317|263,[1 5 0]
295|335|288|330|311|28,384|257|153,2,288|330|311|28|384|257,[1 1 0]
226|136|282|296|17|199,36|299|487,0,226|136|282|296|17|199,[0 0 0]
379|423|299|155|392|244,156|399|313,1,423|299|155|392|244|313,[0 0 1]
397|38|8|413|386|311,442|55|169,3,413|386|311|442|55|169,[1 1 1]
22|209|309|236|123|61,476|121|443,1,209|309|236|123|61|476,[1 0 0]
138|332|383|472|198|461,483|484|132,5,332|383|472|198|461|483,[5 0 0]
120|468|417|133|76|309,5|263|232,5,468|417|133|76|309|232,[0 0 5]
64|194|274|319|452|226,403|409|48,6,274|319|452|226|403|48,[5 0 1]
98|171|300|19|180|278,219|235|436,6,300|19|180|278|235|436,[0 1 5]
444|193|498|485|441|74,183|254|195,1,193|498|485|441|74|254,[0 1 0]
206|437|134|273|126|212,99|187|178,6,134|273|126|212|187|178,[0 1 5]
287|91|228|82|139|400,356|28|493,0,287|91|228|82|139|400,[0 0 0]
48|249|155|119|407|412,31|352|428,1,249|155|119|407|412|428,[0 0 1]
426|345|171|93|30|361,30|189|104,1,345|171|93|30|361|30,[1 0 0]
22|112|473|363|443|244,4|86|460,1,112|473|363|443|244|4,[1 0 0]
465|104|386|265|280|494,387|331|251,6,386|265|280|494|387|251,[5 0 1]
148|228|418|38|396|33,193|139|219,1,228|418|38|396|33|193,[1 0 0]
417|292|175|277|311|249,301|126|438,3,277|311|249|301|126|438,[1 1 1]
79|101|281|472|218|192,416|3|93,2,281|472|218|192|416|3,[1 1 0]
191|80|272|261|407|185,249|92|411,2,272|261|407|185|249|411,[1 0 1]
289|465|93|298|210|403,57|193|153,0,289|465|93|298|210|403,[0 0 0]
406|299|242|344|30|60,10|300|262,1,299|242|344|30|60|300,[0 1 0]
81|470|335|229|498|71,36|317|224,0,81|470|335|229|498|71,[0 0 0]
375|460|338|376|211|310,196|259|181,6,338|376|211|310|196|259,[1 5 0]
368|255|435|46|331|184,451|256|440,1,255|435|46|331|184|451,[1 0 0]
82|66|446|458|487|490,139|252|233,6,446|458|487|490|139|233,[1 0 5]
76|465|439|306|465|241,120|479|335,5,465|439|306|465|241|120,[5 0 0]
328|158|372|385|441|309,44|33|208,5,158|372|385|441|309|33,[0 5 0]
36|405|287|492|59|1,476|484|485,1,405|287|492|59|1|476,[1 0 0]
359|212|472|284|55|248,316|157|440,7,284|55|248|316|157|440,[1 1 5]
390|197|118|205|46|36,99|265|248,2,118|205|46|36|265|248,[0 1 1]
83|462|67|300|71|333,63|190|169,2,67|300|71|333|63|190,[1 1 0]
389|275|17|275|61|70,252|145|480,6,17|275|61|70|252|480,[5 0 1]
238|494|307|100|143|135,119|55|32,1,494|307|100|143|135|119,[1 0 0]
108|444|108|185|316|354,201|377|233,2,108|185|316|354|201|377,[1 1 0]
119|201|183|5|82|215,447|317|389,0,119|201|183|5|82|215,[0 0 0]
247|252|455|342|453|107,68|181|10,5,252|455|342|453|107|68,[5 0 0]
250|462|317|450|279|256,161|268|109,7,450|279|256|161|268|109,[1 5 1]
48|5|49|172|152|404,272|346|313,0,48|5|49|172|152|404,[0 0 0]
58|263|67|75|254|245,392|18|401,2,67|75|254|245|392|401,[1 0 1]
434|301|11|228|299|160,135|57|8,11,228|299|160|135|57|8,[1 5 5]
340|415|258|56|81|240,449|300|67,1,415|258|56|81|240|67,[0 0 1]
124|331|119|18|232|322,86|416|411,5,331|119|18|232|322|416,[0 5 0]
185|90|338|304|347|141,191|16|318,1,90|338|304|347|141|191,[1 0 0]
402|101|243|111|418|54,288|179|429,6,243|111|418|54|288|179,[1 5 0]
33|211|7|178|117|448,464|113|375,3,178|117|448|464|113|375,[1 1 1]
205|75|118|263|304|198,186|444|211,10,118|263|304|198|444|211,[0 5 5]
40|33|411|80|200|348,384|45|370,11,80|200|348|384|45|370,[5 1 5]
180|137|218|164|348|56,97|328|33,1,137|218|164|348|56|33,[0 0 1]
239|103|318|477|366|183,485|170|473,1,103|318|477|366|183|170,[0 1 0]
236|229|464|370|175|346,228|72|121,6,464|370|175|346|72|121,[0 5 1]
437|171|341|202|172|28,346|36|343,10,341|202|172|28|346|343,[5 0 5]
266|369|306|101|395|315,193|139|331,2,306|101|395|315|193|331,[1 0 1]
292|124|378|142|453|424,151|305|211,0,292|124|378|142|453|424,[0 0 0]
107|488|487|484|193|471,364|200|109,5,488|487|484|193|471|200,[0 5 0]
227|4|496|313|170|321,58|429|298,5,4|496|313|170|321|429,[0 5 0]
314|112|399|414|449|215,45|251|87,6,399|414|449|215|251|87,[0 1 5]
146|194|220|217|262|212,274|288|144,0,146|194|220|217|262|212,[0 0 0]
228|388|466|407|410|188,89|298|2,1,388|466|407|410|188|89,[1 0 0]
80|298|249|473|174|261,117|185|106,10,249|473|174|261|117|106,[5 0 5]
257|44|419|217|262|122,485|285|412,5,44|419|217|262|122|412,[0 0 5]
18|291|202|155|65|380,469|18|80,1,291|202|155|65|380|469,[1 0 0]
228|75|67|456|381|252,361|268|366,1,75|67|456|381|252|361,[1 0 0]
453|42|121|395|196|2,175|149|296,7,395|196|2|175|149|296,[5 1 1]
78|151|112|119|65|112,443|412|36,6,112|119|65|112|412|36,[0 1 5]
199|376|329|200|464|387,311|41|441,1,376|329|200|464|387|41,[0 1 0]
260|261|463|359|358|457,452|409|260,7,359|358|457|452|409|260,[1 5 1]
174|235|401|412|270|382,21|63|345,5,235|401|412|270|382|63,[0 5 0]
229|178|496|46|486|234,439|444|102,1,178|496|46|486|234|439,[1 0 0]
129|233|445|71|215|62,41|293|480,10,445|71|215|62|41|480,[5 0 5]
181|348|0|322|452|162,308|208|17,1,348|0|322|452|162|208,[0 1 0]
65|145|318|371|270|479,242|268|341,2,318|371|270|479|242|341,[1 0 1]
94|326|230|320|379|463,169|129|95,6,230|320|379|463|169|129,[5 1 0]
175|343|46|419|454|70,250|412|125,7,419|454|70|250|412|125,[5 1 1]
184|249|330|155|454|131,218|87|85,2,330|155|454|131|218|85,[1 0 1]
149|349|333|22|187|367,490|413|253,10,333|22|187|367|413|253,[0 5 5]
323|143|57|482|306|341,278|226|150,1,143|57|482|306|341|150,[0 0 1]
63|308|196|158|125|454,192|354|203,2,196|158|125|454|354|203,[0 1 1]
249|281|425|196|116|52,164|483|382,6,425|196|116|52|164|483,[1 5 0]
186|102|115|214|168|146,127|322|72,0,186|102|115|214|168|146,[0 0 0]
481|159|241|76|205|49,323|193|493,6,241|76|205|49|193|493,[0 5 1]
186|444|360|466|310|49,212|257|213,2,360|466|310|49|212|257,[1 1 0]
54|141|378|251|398|369,208|68|77,2,378|251|398|369|68|77,[0 1 1]
450|69|392|367|373|392,378|50|225,6,392|367|373|392|378|225,[1 0 5]
410|156|497|308|14|428,250|105|313,0,410|156|497|308|14|428,[0 0 0]
379|458|21|308|229|17,198|143|79,1,458|21|308|229|17|79,[0 0 1]
284|491|301|39|54|236,477|469|167,2,301|39|54|236|477|469,[1 1 0]
305|170|96|259|341|205,407|303|183,10,96|259|341|205|407|183,[5 0 5]
160|12|305|65|198|371,20|221|68,10,305|65|198|371|20|68,[5 0 5]
479|414|107|229|61|42,18|372|313,6,107|229|61|42|372|313,[0 5 1]
446|198|302|26|435|197,201|333|441,2,302|26|435|197|333|441,[0 1 1]
433|392|412|382|496|297,272|314|27,1,392|412|382|496|297|27,[0 0 1]
376|209|454|232|199|101,309|33|313,2,454|232|199|101|309|33,[1 1 0]
358|86|400|178|477|312,97|455|184,2,400|178|477|312|97|184,[1 0 1]
324|431|264|393|454|238,143|373|301,0,324|431|264|393|454|238,[0 0 0]
220|174|365|211|100|341,244|82|214,11,211|100|341|244|82|214,[5 1 5]
333|372|393|204|221|299,440|259|216,1,372|393|204|221|299|216,[0 0 1]
327|302|66|377|187|399,493|178|211,1,302|66|377|187|399|178,[0 1 0]
409|202|54|293|470|227,351|145|369,10,54|293|470|227|145|369,[0 5 5]
190|71|242|314|164|114,226|461|90,6,242|314|164|114|226|90,[1 0 5]
85|323|28|128|75|304,179|389|202,1,323|28|128|75|304|202,[0 0 1]
231|182|401|202|494|494,349|192|255,2,401|202|494|494|349|192,[1 1 0]
478|448|20|414|211|24,77|273|88,1,448|20|414|211|24|88,[0 0 1]
13|35|221|27|304|163,207|282|484,2,221|27|304|163|282|484,[0 1 1]
197|125|70|103|19|214,391|321|320,10,70|103|19|214|391|321,[5 5 0]
479|465|284|271|19|237,450|366|486,10,284|271|19|237|366|486,[0 5 5]
494|460|103|360|314|354,43|403|71,2,103|360|314|354|43|403,[1 1 0]
142|49|315|337|189|401,200|135|161,2,315|337|189|401|135|161,[0 1 1]
206|281|460|490|111|294,114|130|167,6,460|490|111|294|114|167,[5 0 1]
151|195|81|294|119|101,17|103|352,6,81|294|119|101|17|352,[5 0 1]
114|317|27|299|426|17,447|491|212,1,317|27|299|426|17|491,[0 1 0]
11|204|488|82|139|77,426|211|341,5,204|488|82|139|77|426,[5 0 0]
373|489|213|451|233|436,285|233|256,1,489|213|451|233|436|256,[0 0 1]
120|289|278|254|253|494,223|426|72,5,289|278|254|253|494|72,[0 0 5]
444|97|144|495|408|239,449|448|41,0,444|97|144|495|408|239,[0 0 0]
497|297|380|193|462|379,94|409|280,0,497|297|380|193|462|379,[0 0 0]
63|148|419|284|491|16,335|176|5,2,419|284|491|16|335|5,[1 0 1]
175|164|30|170|93|440,457|456|133,0,175|164|30|170|93|440,[0 0 0]
353|429|322|231|153|4,76|294|37,1,429|322|231|153|4|37,[0 0 1]
482|129|277|346|464|269,257|86|349,2,277|346|464|269|257|349,[1 0 1]
142|277|366|181|275|390,213|198|79,1,277|366|181|275|390|213,[1 0 0]
114|473|57|392|271|155,441|439|301,2,57|392|271|155|441|301,[1 0 1]
297|187|81|210|42|324,4|319|293,11,210|42|324|4|319|293,[1 5 5]
195|345|388|193|6|422,255|365|216,1,345|388|193|6|422|216,[0 0 1]
165|323|424|422|119|55,79|88|344,0,165|323|424|422|119|55,[0 0 0]
413|254|271|132|300|40,279|194|183,6,271|132|300|40|194|183,[0 1 5]
146|275|432|398|223|378,347|155|185,2,432|398|223|378|155|185,[0 1 1]
243|3|400|199|378|386,480|277|170,2,400|199|378|386|277|170,[0 1 1]
133|329|65|32|182|259,60|452|365,7,32|182|259|60|452|365,[1 1 5]
346|376|354|362|450|455,0|241|175,6,354|362|450|455|241|175,[0 5 1]
36|153|188|342|30|426,416|394|178,6,188|342|30|426|416|394,[1 5 0]
485|419|38|134|51|415,219|467|30,1,419|38|134|51|415|467,[0 1 0]
290|80|70|297|91|485,275|329|415,2,70|297|91|485|329|415,[0 1 1]
382|322|404|45|74|40,97|38|449,6,404|45|74|40|38|449,[0 5 1]
356|148|222|306|378|31,231|272|407,1,148|222|306|378|31|231,[1 0 0]
24|53|382|273|99|484,200|454|253,0,24|53|382|273|99|484,[0 0 0]
61|370|227|63|327|261,71|295|406,3,63|327|261|71|295|406,[1 1 1]
302|216|278|444|108|243,484|43|432,0,302|216|278|444|108|243,[0 0 0]
499|304|47|358|499|243,308|473|111,6,47|358|499|243|308|473,[1 5 0]
335|63|324|336|411|267,218|155|377,1,63|324|336|411|267|155,[0 1 0]
249|331|157|153|235|188,56|350|171,6,157|153|235|188|56|350,[5 1 0]
217|324|215|65|123|149,68|55|16,2,215|65|123|149|68|55,[1 1 0]
130|283|105|191|136|368,347|4|494,10,105|191|136|368|347|4,[5 5 0]
448|162|311|31|68|344,264|211|119,10,311|31|68|344|264|211,[5 5 0]
359|267|466|301|293|472,350|115|36,6,466|301|293|472|115|36,[0 1 5]
265|302|77|443|94|364,106|285|76,1,302|77|443|94|364|106,[1 0 0]
253|437|201|378|238|422,16|113|147,2,201|378|238|422|16|113,[1 1 0]
205|447|159|106|366|390,288|225|441,1,447|159|106|366|390|441,[0 0 1]
386|478|73|175|84|433,299|53|148,5,478|73|175|84|433|53,[0 5 0]
100|117|19|236|305|46,429|230|141,5,117|19|236|305|46|429,[5 0 0]
20|87|235|271|457|284,172|25|1,10,235|271|457|284|25|1,[0 5 5]
95|83|281|272|456|442,40|415|44,6,281|272|456|442|40|415,[1 5 0]
358|154|339|269|203|325,195|346|116,6,339|269|203|325|195|116,[1 0 5]
45|185|182|425|279|210,143|102|239,2,182|425|279|210|143|239,[1 0 1]
443|28|214|490|367|148,380|304|496,3,490|367|148|380|304|496,[1 1 1]
452|80|148|86|485|315,90|390|118,2,148|86|485|315|390|118,[0 1 1]
390|372|497|136|119|92,405|293|487,2,497|136|119|92|293|487,[0 1 1]
102|81|115|218|400|139,1|60|201,5,81|115|218|400|139|1,[5 0 0]
385|193|256|252|80|294,74|319|267,1,193|256|252|80|294|74,[1 0 0]
181|15|142|334|178|382,291|429|345,6,142|334|178|382|429|345,[0 5 1]
14|397|392|138|158|471,56|404|398,7,138|158|471|56|404|398,[1 5 1]
456|339|291|436|363|257,495|372|0,1,339|291|436|363|257|495,[1 0 0]
19|132|74|311|123|133,277|92|192,6,74|311|123|133|277|92,[5 1 0]
171|21|341|186|158|63,472|469|82,0,171|21|341|186|158|63,[0 0 0]
130|466|57|128|260|318,92|398|499,2,57|128|260|318|92|499,[1 0 1]
20|157|25|256|183|345,4|116|186,0,20|157|25|256|183|345,[0 0 0]
255|172|152|374|213|321,196|190|258,1,172|152|374|213|321|258,[0 0 1]
156|497|378|191|164|382,69|278|160,5,497|378|191|164|382|69,[5 0 0]
50|311|281|375|285|490,242|212|88,6,281|375|285|490|212|88,[0 5 1]
311|36|229|493|302|129,64|383|392,6,229|493|302|129|64|383,[1 5 0]
136|484|325|496|4|151,87|326|193,2,325|496|4|151|87|193,[1 0 1]
271|264|236|200|486|123,407|403|276,5,264|236|200|486|123|403,[0 5 0]
401|352|349|3|205|471,13|94|486,1,352|349|3|205|471|13,[1 0 0]
321|344|475|406|160|299,442|380|75,6,475|406|160|299|442|75,[5 0 1]
25|401|19|268|368|295,242|254|478,5,401|19|268|368|295|242,[5 0 0]
403|210|40|395|101|479,138|26|399,0,403|210|40|395|101|479,[0 0 0]
444|355|18|345|323|409,473|417|311,0,444|355|18|345|323|409,[0 0 0]
98|311|30|469|82|176,61|207|141,2,30|469|82|176|61|207,[1 1 0]
267|358|458|1|230|35,261|235|51,6,458|1|230|35|235|51,[0 5 1]
465|412|143|140|16|330,265|87|383,6,143|140|16|330|265|87,[1 5 0]
29|130|449|65|31|230,341|91|122,6,449|65|31|230|341|91,[5 1 0]
361|305|343|254|282|19,222|35|140,6,343|254|282|19|222|35,[5 1 0]
66|398|289|232|299|259,343|181|22,7,232|299|259|343|181|22,[1 1 5]
327|109|345|245|204|433,115|127|189,5,109|345|245|204|433|127,[0 5 0]
233|321|204|335|194|160,92|26|226,0,233|321|204|335|194|160,[0 0 0]
348|246|439|384|407|486,302|130|381,6,439|384|407|486|302|381,[1 0 5]
214|69|159|39|131|420,230|206|338,6,159|39|131|420|230|338,[5 0 1]
170|432|264|333|98|6,171|35|394,7,333|98|6|171|35|394,[1 1 5]
398|49|256|193|45|68,383|229|313,3,193|45|68|383|229|313,[1 1 1]
348|438|490|59|323|132,165|2|230,2,490|59|323|132|165|230,[1 0 1]
7|262|47|455|377|211,348|313|355,6,47|455|377|211|348|355,[1 0 5]
277|440|310|267|348|343,390|52|111,1,440|310|267|348|343|52,[0 1 0]
393|442|328|14|204|15,87|270|227,0,393|442|328|14|204|15,[0 0 0]
306|64|396|242|122|491,169|499|80,1,64|396|242|122|491|80,[0 0 1]
402|478|448|97|70|297,208|189|422,2,448|97|70|297|208|422,[1 0 1]
298|25|192|1|259|74,189|34|49,6,192|1|259|74|189|34,[1 5 0]
424|404|250|196|66|311,481|73|36,1,404|250|196|66|311|73,[0 1 0]
255|352|55|165|336|389,290|322|278,0,255|352|55|165|336|389,[0 0 0]
438|326|91|192|417|465,363|403|289,1,326|91|192|417|465|403,[0 1 0]
492|339|66|53|288|92,308|44|381,7,53|288|92|308|44|381,[1 5 1]
448|484|231|58|448|441,268|321|306,5,484|231|58|448|441|321,[0 5 0]
229|286|66|109|395|135,209|237|308,2,66|109|395|135|237|308,[0 1 1]
158|248|55|345|348|109,264|404|34,0,158|248|55|345|348|109,[0 0 0]
452|208|152|198|263|34,311|119|203,0,452|208|152|198|263|34,[0 0 0]
230|473|215|229|359|56,253|352|22,1,473|215|229|359|56|352,[0 1 0]
243|314|393|194|45|134,411|63|441,2,393|194|45|134|411|441,[1 0 1]
310|15|412|370|466|25,314|151|276,0,310|15|412|370|466|25,[0 0 0]
490|316|188|438|99|18,340|6|37,6,188|438|99|18|340|6,[1 5 0]
120|196|179|389|200|477,152|324|280,2,179|389|200|477|152|324,[1 1 0]
344|165|426|156|91|330,222|252|443,0,344|165|426|156|91|330,[0 0 0]
120|174|95|130|68|425,478|462|25,1,174|95|130|68|425|25,[0 0 1]
317|104|197|64|14|160,45|118|238,0,317|104|197|64|14|160,[0 0 0]
23|327|68|258|201|335,219|85|106,1,327|68|258|201|335|106,[0 0 1]
476|102|335|427|27|247,29|328|320,1,102|335|427|27|247|29,[1 0 0]
421|118|285|246|15|415,290|362|78,0,421|118|285|246|15|415,[0 0 0]
366|386|49|66|192|103,204|276|455,0,366|386|49|66|192|103,[0 0 0]
279|356|486|495|47|464,398|277|217,6,486|495|47|464|398|277,[5 1 0]
33|49|452|317|348|162,486|464|298,0,33|49|452|317|348|162,[0 0 0]
218|113|302|174|219|68,280|433|158,1,113|302|174|219|68|280,[1 0 0]
62|189|281|25|287|289,251|432|26,6,281|25|287|289|432|26,[0 1 5]
198|58|157|393|491|229,140|294|261,3,393|491|229|140|294|261,[1 1 1]
310|110|39|80|418|120,135|34|301,5,110|39|80|418|120|34,[0 5 0]
273|280|474|187|361|469,2|234|355,2,474|187|361|469|2|234,[1 1 0]
72|418|104|263|487|462,51|457|234,7,263|487|462|51|457|234,[5 1 1]
8|343|389|10|386|491,438|395|229,1,343|389|10|386|491|395,[0 1 0]
251|334|335|51|279|77,275|92|238,6,335|51|279|77|275|92,[1 5 0]
367|498|458|329|466|134,300|129|14,0,367|498|458|329|466|134,[0 0 0]
410|460|273|427|290|4,116|432|472,5,460|273|427|290|4|116,[5 0 0]
110|352|79|55|413|258,134|447|50,1,352|79|55|413|258|50,[0 0 1]
456|25|202|445|114|71,120|453|403,6,202|445|114|71|120|453,[5 1 0]
93|43|349|426|144|492,33|41|83,0,93|43|349|426|144|492,[0 0 0]
280|262|22|215|487|129,224|424|45,3,215|487|129|224|424|45,[1 1 1]
241|433|31|209|397|192,245|160|379,2,31|209|397|192|160|379,[0 1 1]
421|141|201|439|9|470,96|140|115,11,439|9|470|96|140|115,[5 1 5]
150|297|172|25|132|56,497|438|20,2,172|25|132|56|497|20,[1 0 1]
359|250|380|487|284|386,328|439|35,5,250|380|487|284|386|328,[5 0 0]
127|49|405|106|28|391,480|58|76,0,127|49|405|106|28|391,[0 0 0]
221|8|333|287|416|301,4|490|135,6,333|287|416|301|490|135,[0 5 1]
394|223|400|320|199|162,375|14|438,6,400|320|199|162|14|438,[0 1 5]
233|70|62|266|60|226,191|330|342,0,233|70|62|266|60|226,[0 0 0]
130|15|121|330|64|469,115|328|82,5,15|121|330|64|469|115,[5 0 0]
334|241|201|428|320|109,120|345|61,6,201|428|320|109|345|61,[0 1 5]
293|280|242|433|331|41,173|206|381,1,280|242|433|331|41|173,[1 0 0]
243|69|320|91|476|219,141|269|23,5,69|320|91|476|219|23,[0 0 5]
35|480|278|300|224|398,334|111|328,10,278|300|224|398|334|328,[5 0 5]
166|224|348|261|193|343,114|328|369,0,166|224|348|261|193|343,[0 0 0]
259|151|216|269|474|103,354|351|426,1,151|216|269|474|103|351,[0 1 0]
428|134|85|244|401|377,17|207|196,1,134|85|244|401|377|196,[0 0 1]
430|104|413|396|195|431,109|296|263,5,104|413|396|195|431|109,[5 0 0]
116|38|39|21|311|259,384|464|179,1,38|39|21|311|259|384,[1 0 0]
266|469|296|90|352|211,374|285|60,2,296|90|352|211|374|60,[1 0 1]
106|244|453|479|234|459,415|115|105,1,244|453|479|234|459|415,[1 0 0]
103|361|390|109|181|87,214|308|354,3,109|181|87|214|308|354,[1 1 1]
365|248|497|477|469|341,31|197|143,0,365|248|497|477|469|341,[0 0 0]
74|260|397|156|399|185,151|53|370,0,74|260|397|156|399|185,[0 0 0]
46|42|309|330|471|36,102|355|3,2,309|330|471|36|102|3,[1 0 1]
284|234|11|150|321|371,482|309|207,2,11|150|321|371|482|309,[1 1 0]
370|147|201|362|29|398,69|361|228,2,201|362|29|398|69|228,[1 0 1]
261|28|299|299|49|295,304|463|87,7,299|49|295|304|463|87,[1 1 5]
123|121|252|317|435|192,8|124|92,5,121|252|317|435|192|92,[0 0 5]
235|116|33|257|9|395,240|35|48,6,33|257|9|395|240|35,[5 1 0]
410|440|149|238|324|459,294|455|140,10,149|238|324|459|294|140,[5 0 5]
232|64|453|340|11|437,384|445|460,1,64|453|340|11|437|445,[0 1 0]
375|192|456|304|304|141,348|156|32,7,304|304|141|348|156|32,[1 1 5]
489|365|490|286|214|92,215|450|204,1,365|490|286|214|92|215,[1 0 0]
325|462|289|39|167|269,248|367|228,7,39|167|269|248|367|228,[1 1 5]
309|430|289|368|414|248,148|357|456,0,309|430|289|368|414|248,[0 0 0]
273|469|321|424|442|399,75|265|291,6,321|424|442|399|75|265,[1 5 0]
282|136|179|345|368|108,388|98|255,1,136|179|345|368|108|388,[1 0 0]
242|145|37|382|426|476,177|83|219,6,37|382|426|476|83|219,[0 5 1]
4|63|213|162|34|223,413|159|273,5,63|213|162|34|223|159,[0 5 0]
8|252|499|384|103|83,124|315|420,1,252|499|384|103|83|315,[0 1 0]
227|418|284|471|237|218,359|347|91,0,227|418|284|471|237|218,[0 0 0]
